title,author,journal,year,abstract,url,citations
Systems metabolic engineering meets machine learning: a new era for data‐driven metabolic engineering,"['KV Presnell', 'HS Alper']",,2019,in machine learning (ML) have created great opportunities for systems metabolic engineering.   data-driven methods to inform various metabolic engineering efforts for different classes of,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/full/10.1002/biot.201800416,77
Machine learning-guided co-optimization of fitness and diversity facilitates combinatorial library design in enzyme engineering,"['K Ding', 'M Chin', 'Y Zhao', 'W Huang', 'BK Mai']",,2024,"the engineering of useful enzyme functions, particularly those that are poorly characterized  or unknown in biology. We introduce MODIFY, a machine learning (ML)  enzyme engineering",https://www.nature.com/articles/s41467-024-50698-y,10
A brief review of machine learning and its application,"['H Wang', 'C Ma', 'L Zhou']",,2009,"Machine learning is the core issue of artificial intelligence research machine learning and  its basic structure, and describes a variety of machine learning methods, including rote learning",https://ieeexplore.ieee.org/iel5/5362513/5362514/05362936.pdf,274
Data-driven Urban Energy Simulation (DUE-S): A framework for integrating engineering simulation and machine learning methods in a multi-scale urban energy …,"['A Nutkiewicz', 'Z Yang', 'RK Jain']",,2018,emerging data-driven machine learning and engineering energy simulation methods by   DUE-S aims to integrate engineering simulation models with new data-driven machine learning,https://www.sciencedirect.com/science/article/pii/S0306261918307165,213
Combining machine learning with knowledge engineering to detect fake news in social networks-a survey,"['S Ahmed', 'K Hinkelmann', 'F Corradini']",,2022,We knew that Machine learning is helpful for building Artificial  On the other side we knew  that Knowledge engineering is  of Machine learning and knowledge engineering can be helpful,https://arxiv.org/pdf/2201.08032,75
Comparison of the CatBoost classifier with other machine learning methods,"['AA Ibrahim', 'RL Ridwan']",,2020,"Machine learning and data-driven techniques  the performances of some machine  learning methods with the case  After some feature engineering on both data, the CatBoost",https://pdfs.semanticscholar.org/948c/ae886bd76ab222f3be431ab0a71e6aa03286.pdf,135
Machine learning and deep learning in real-time applications,"['M Mahrishi', 'KK Hiran', 'G Meena', 'P Sharma']",,2020,Mission The fields of computer engineering and electrical engineering encompass a  broad range of interdisciplinary topics allowing for expansive research developments across,https://www.researchgate.net/profile/Deepali-Vora/publication/342406520_Deep_Learning_in_Engineering_Education_Performance_Prediction_Using_Cuckoo-Based_Hybrid_Classification/links/5f87cd3ca6fdccfd7b626718/Deep-Learning-in-Engineering-Education-Performance-Prediction-Using-Cuckoo-Based-Hybrid-Classification.pdf,92
"Machine learning, machine vision, and the brain","['T Poggio', 'CR Shelton']",,1999,"There are still gaps between theory and applications and between machine learning and  biological learning. Such comparisons raise a number of interesting questions, including the",https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/download/1465/1364/,100
Innovative materials science via machine learning,"['C Gao', 'X Min', 'M Fang', 'T Tao', 'X Zheng']",,2022,"features are essential for machine learning. In general, the initial data features can not fit the  ideal service conditions for machine learning, thus the feature engineering operations, such",https://onlinelibrary.wiley.com/doi/full/10.1002/adfm.202108044,123
Machine learning-guided channelrhodopsin engineering enables minimally invasive optogenetics,"['CN Bedbrook', 'KK Yang', 'JE Robinson', 'ED Mackey']",,2019,"To facilitate expansive optogenetics without the need for invasive implants, our engineering   This work demonstrates how a machine learning-guided approach can enable engineering",https://www.nature.com/articles/s41592-019-0583-8,218
"Machine learning predicting and engineering the yield, N content, and specific surface area of biochar derived from pyrolysis of biomass","['L Leng', 'L Yang', 'X Lei', 'W Zhang', 'Z Ai', 'Z Yang', 'H Zhan']",,2022,"This study attempted to build machine learning models to predict and optimize specific  surface area of biochar (SSA-char), N content of biochar (N-char), and yield of biochar (Yield-char",https://link.springer.com/article/10.1007/s42773-022-00183-w,66
OMLT: Optimization & machine learning toolkit,"['F Ceccon', 'J Jalving', 'J Haddad', 'A Thebelt']",,2022,"The optimization and machine learning toolkit (OMLT) is an  have been trained using machine  learning, into larger optimization  in both computer science and engineering. Keywords:",https://www.jmlr.org/papers/volume23/22-0277/22-0277.pdf,87
Feature engineering combined with machine learning and rule-based methods for structured information extraction from narrative clinical discharge summaries,"['Y Xu', 'K Hong', 'J Tsujii', 'EIC Chang']",,2012,"engineering to achieve the best performance for the three tasks. Second, both machine  learning  In assertion classification we used, as features for machine learning-based classifiers,",https://academic.oup.com/jamia/article/19/5/824/718468,129
"Machine learning: Trends, perspectives, and prospects","['MI Jordan', 'TM Mitchell']",,2015,"all learning systems, including computers, humans, and organizations? The study of  machine learning is important both for addressing these fundamental scientific and engineering",https://www.science.org/doi/full/10.1126/science.aaa8415,10221
Reverse engineering and evaluation of prediction models for progression to type 2 diabetes: an application of machine learning using electronic health records,"['JP Anderson', 'JR Parikh', 'DK Shenfeld']",,2016,Background: Application of novel machine learning approaches to electronic health record (EHR)  data could provide valuable insights into disease processes. We utilized this approach,https://journals.sagepub.com/doi/full/10.1177/1932296815620200,124
Technology readiness levels for machine learning systems,"['A Lavin', 'CM Gilligan-Lee', 'A Visnjic', 'S Ganju']",,2022,Drawing on experience in both spacecraft engineering and machine learning (research   engineering approach for machine learning and artificial intelligence: the Machine Learning,https://www.nature.com/articles/s41467-022-33128-9,117
Genetic algorithm based optimized feature engineering and hybrid machine learning for effective energy consumption prediction,"['PW Khan', 'YC Byun']",,2020,Various machine learning techniques have been proposed  We use the latest machine  learning algorithms to suggest energy  A hybrid machine learning algorithm is proposed. We use,https://ieeexplore.ieee.org/iel7/6287639/6514899/09240924.pdf,57
Practical solutions for machine learning safety in autonomous vehicles,"['S Mohseni', 'M Pitale', 'V Singh', 'Z Wang']",,2019,machine learning algorithms. We also discuss security limitations and user experience aspects  of machine learning  from both engineering safety strategies and state-of-the-art machine,https://arxiv.org/pdf/1912.09630,111
Machine Learning and feature engineering-based study into sarcasm and irony classification with application to cyberbullying detection,"['ZL Chia', 'M Ptaszynski', 'F Masui', 'G Leliwa']",,2021,"This paper set out to explore the sarcasm and irony on Twitter, using Machine Learning  and Feature Engineering techniques. First we review and clarify the definition of irony and",https://www.sciencedirect.com/science/article/pii/S0306457321000984,94
Data engineering for AI: Optimizing data quality and accessibility for machine learning models,['A Deekshith'],,2021,Data engineering serves as the backbone of data  engineering and outlines its scope  while discussing its crucial role in supporting artificial intelligence (AI) and machine learning,https://www.ijsdcs.com/index.php/IJMESD/article/download/588/226,24
