citation_title,author1,author2
Detecting Radio AGN Signatures in Red Geysers,Zhang Kai,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Zhang Kai,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Bizyaev Dmitry
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Wake David
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Masters Karen
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Thomas Daniel
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Gelfand Joseph,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Bizyaev Dmitry,Wake David
Detecting Radio AGN Signatures in Red Geysers,Bizyaev Dmitry,Masters Karen
Detecting Radio AGN Signatures in Red Geysers,Bizyaev Dmitry,Thomas Daniel
Detecting Radio AGN Signatures in Red Geysers,Bizyaev Dmitry,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Bizyaev Dmitry,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Wake David,Masters Karen
Detecting Radio AGN Signatures in Red Geysers,Wake David,Thomas Daniel
Detecting Radio AGN Signatures in Red Geysers,Wake David,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Wake David,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Masters Karen,Thomas Daniel
Detecting Radio AGN Signatures in Red Geysers,Masters Karen,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Masters Karen,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Thomas Daniel,Li Cheng
Detecting Radio AGN Signatures in Red Geysers,Thomas Daniel,Riffel Rogemar A.
Detecting Radio AGN Signatures in Red Geysers,Li Cheng,Riffel Rogemar A.
Organic agriculture education in Thai Universities: National trends and student perceptions,Visetnoi,Nelles
"A new species of Ceropegia (Asclepiadoideae, Apocynaceae) from eastern Thailand",Kidyoo Manit,Kidyoo Manit
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Jovic
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Zakharov
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Niu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Kittiwatanakul
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Westhenry
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Laverock,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Zakharov
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Niu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Kittiwatanakul
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Westhenry
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Jovic,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Niu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Kittiwatanakul
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Westhenry
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Zakharov,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Niu,Kittiwatanakul
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Niu,Westhenry
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Niu,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Niu,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Niu,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Kittiwatanakul,Westhenry
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Kittiwatanakul,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Kittiwatanakul,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Kittiwatanakul,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Westhenry,Lu
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Westhenry,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Westhenry,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Lu,Wolf
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Lu,Smith
Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2,Wolf,Smith
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Zhang Mengyuan,Qin Jiaqian
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Zhang Mengyuan,Rajendran Saravanan
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Zhang Mengyuan,Zhang Xinyu
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Zhang Mengyuan,Liu Riping
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Qin Jiaqian,Rajendran Saravanan
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Qin Jiaqian,Zhang Xinyu
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Qin Jiaqian,Liu Riping
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Rajendran Saravanan,Zhang Xinyu
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Rajendran Saravanan,Liu Riping
Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity,Zhang Xinyu,Liu Riping
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Laosuttiwong Tanutporn,Ngaosuwan Kanokwan
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Laosuttiwong Tanutporn,Kiatkittipong Worapon
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Laosuttiwong Tanutporn,Wongsawaeng Doonyapong
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Laosuttiwong Tanutporn,Kim-Lohsoontorn Pattaraporn
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Laosuttiwong Tanutporn,Assabumrungrat Suttichai
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Ngaosuwan Kanokwan,Kiatkittipong Worapon
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Ngaosuwan Kanokwan,Wongsawaeng Doonyapong
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Ngaosuwan Kanokwan,Kim-Lohsoontorn Pattaraporn
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Ngaosuwan Kanokwan,Assabumrungrat Suttichai
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Kiatkittipong Worapon,Wongsawaeng Doonyapong
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Kiatkittipong Worapon,Kim-Lohsoontorn Pattaraporn
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Kiatkittipong Worapon,Assabumrungrat Suttichai
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Wongsawaeng Doonyapong,Kim-Lohsoontorn Pattaraporn
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Wongsawaeng Doonyapong,Assabumrungrat Suttichai
Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil,Kim-Lohsoontorn Pattaraporn,Assabumrungrat Suttichai
"The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries",Suntraruk Phassawan,Bukkavesa Kanix
"The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries",Suntraruk Phassawan,Kulvanich Nat
"The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries",Bukkavesa Kanix,Kulvanich Nat
Different natures of sub-gap states in 135-CIGS/112-CIGS and 112-CIGS/135-CIGS heterostructures investigated by photoluminescence technique,Namnaun,Yoodee
Different natures of sub-gap states in 135-CIGS/112-CIGS and 112-CIGS/135-CIGS heterostructures investigated by photoluminescence technique,Namnaun,Chatraphorn
Different natures of sub-gap states in 135-CIGS/112-CIGS and 112-CIGS/135-CIGS heterostructures investigated by photoluminescence technique,Yoodee,Chatraphorn
Optical properties of CsI:Tl crystals grown using different precursors purities,Sintham,Saengkaew
Optical properties of CsI:Tl crystals grown using different precursors purities,Sintham,Sanorpim
Optical properties of CsI:Tl crystals grown using different precursors purities,Saengkaew,Sanorpim
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Noikaew,Sukaiem
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Noikaew,Namnuan
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Noikaew,Chatraphorn
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Sukaiem,Namnuan
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Sukaiem,Chatraphorn
CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems,Namnuan,Chatraphorn
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Wachirapusitanand,Suwonjandee
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Wachirapusitanand,Asavapibhop
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Wachirapusitanand,Srimanobhas
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Suwonjandee,Asavapibhop
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Suwonjandee,Srimanobhas
Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity,Asavapibhop,Srimanobhas
Effects of global and local rewiring on SIS epidemic adaptive networks,Piankoranee Suwakan,Limkumnerd Surachate
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Chobaomsup Viriyah
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Kamchaddaskorn Atthadej
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Jongprateep Oratai
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Saisriyoot Maythee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Surawathanawises Krissada
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Boonyongmaneerat Yuttanant
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Tekacharin Parit,Techapiesancharoenkij Ratchatee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Kamchaddaskorn Atthadej
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Jongprateep Oratai
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Saisriyoot Maythee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Surawathanawises Krissada
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Boonyongmaneerat Yuttanant
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Chobaomsup Viriyah,Techapiesancharoenkij Ratchatee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Kamchaddaskorn Atthadej,Jongprateep Oratai
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Kamchaddaskorn Atthadej,Saisriyoot Maythee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Kamchaddaskorn Atthadej,Surawathanawises Krissada
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Kamchaddaskorn Atthadej,Boonyongmaneerat Yuttanant
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Kamchaddaskorn Atthadej,Techapiesancharoenkij Ratchatee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Jongprateep Oratai,Saisriyoot Maythee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Jongprateep Oratai,Surawathanawises Krissada
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Jongprateep Oratai,Boonyongmaneerat Yuttanant
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Jongprateep Oratai,Techapiesancharoenkij Ratchatee
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Saisriyoot Maythee,Surawathanawises Krissada
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Saisriyoot Maythee,Boonyongmaneerat Yuttanant
Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution,Saisriyoot Maythee,Techapiesancharoenkij Ratchatee
